Profile_mean numeric,Profile_stdev numeric,Profile_skewness numeric,Profile_kurtosis numeric,DM_mean numeric,DM_stdev numeric,DM_skewness numeric,DM_kurtosis numeric,class
112.09375,48.81156969,2.29457664,2.142042282,2.204013378,17.37868175,12.65982069,102.764572,0
126.8671875,53.1293191,2.012350331,1.203176542,1.149665552,13.96514443,16.3697692,188.245486,0
117.5390625,47.73296528,2.049150444,1.641232377,1.060200669,14.28934355,17.31564209,210.2550607,0
143.0859375,49.92197464,1.718449968,1.638553284,3.563545151,21.28808157,10.47638667,61.14541641,0
101.296875,39.43395574,2.266064869,3.343855356,4.925585284,26.32242163,9.22532327,41.09318334,0
119.8984375,53.82550508,2.019389667,1.263458323,4.04180602,24.57913147,9.720563023,46.87649052,0
123.125,50.33124651,1.788919754,1.879818363,1.280936455,10.68864639,17.77596062,290.6459076,0
102.046875,48.79050551,2.328237561,2.064333713,2.37541806,13.9284014,12.26676907,118.0001978,0
119.4453125,53.14305702,1.888841454,1.412929992,2.932274247,17.9297569,11.42915813,83.32349217,0
128.515625,54.94585181,1.863458422,1.133607353,2.891304348,17.75294666,12.05301503,96.05907897,0
128.15625,46.89690113,1.696778107,1.786066066,4.193979933,22.25815766,9.591025095,48.46360733,0
115.6171875,40.29037592,1.986713526,2.305110248,11.63963211,39.95655753,6.779558599,14.66155122,0
136.7421875,44.39123754,1.654085941,2.699970613,2.105351171,14.49837742,13.27084076,130.3721242,0
135.265625,48.14390609,1.89193212,1.633113861,8.539297659,31.13487695,7.222057998,19.24964904,0
113.9609375,52.24736871,2.003987992,1.334386566,4.407190635,26.29776588,9.848834477,49.3826844,0
107.796875,45.6803362,2.531290964,2.746765002,1.7090301,15.1907807,14.65951999,152.282339,0
124.5,57.35361802,1.861162138,1.240922044,4.783444816,27.50164045,9.229718256,39.79506672,0
119.296875,46.45417086,2.07864032,1.920256621,3.748327759,18.8510099,9.553951897,52.82753247,0
148.3828125,51.200757,1.762815383,1.289650391,1.408026756,12.08791939,15.65140501,203.1048661,0
109.4921875,53.2901838,2.128856981,1.472863017,4.132943144,25.89210734,9.880811645,48.80777867,0
112.125,46.30840906,2.597657279,2.404340144,1.173076923,11.04918969,17.77001381,275.2279382,0
128.7734375,45.80669555,1.962180335,1.760121173,2.66722408,15.93295829,11.89594158,97.34424703,0
140.265625,48.93721813,1.908540761,1.910950483,2.315217391,19.87317992,12.81187099,100.8739602,0
87.515625,51.76343189,2.946600084,2.534725541,15.67809365,50.90591579,6.280457542,10.41702109,0
132.140625,42.09582342,2.019202904,2.668616016,1.863712375,13.26595667,13.39725612,142.0176844,0
104.078125,45.24078107,2.408051603,2.535739048,1.43645485,15.41478275,15.03838565,152.9642305,0
122.6015625,53.79697654,1.824046408,1.412156954,2.636287625,15.17095406,12.65856198,119.719201,0
114.28125,41.25396525,2.287832311,2.408882122,2.412207358,20.42794216,12.33766136,90.34755517,0
112.4375,38.2956733,2.377954625,2.866726271,2.81270903,18.13688307,10.99923804,73.27642504,0
137.2421875,46.45474042,1.921268314,1.353028474,59.4958194,77.75535652,3.859017781,0.793813571,0
123.53125,53.34878418,1.948088829,1.720284986,0.781772575,10.57083301,20.25756919,341.6378018,0
70.0234375,35.28067478,3.033668374,6.338578352,3.003344482,19.57538355,11.09370571,73.93713446,0
129.375,44.56841651,1.925790674,2.298216169,3.60451505,21.13303805,10.32065364,58.83360521,0
97.140625,47.77089438,2.501229256,2.532682125,4.193143813,26.46526062,10.06631524,51.60550253,0
101.96875,46.31632702,2.315825488,2.086147336,1.748327759,16.4866229,13.94966241,129.710342,0
103.5234375,45.72573893,2.212544481,2.312443906,11.28929766,39.11645317,6.648408865,13.48095541,0
107.9296875,50.58195448,2.196409738,2.06949912,2.022575251,19.80655592,13.61152077,114.988513,0
113.6796875,42.79419017,1.912004361,2.122563208,2.72909699,17.72457969,10.74757847,69.08707892,0
96.6796875,41.39952702,2.46268947,2.612110727,2.044314381,17.27702312,12.58986863,99.24462236,0
130.109375,49.40509121,1.956625546,1.620085853,1.704013378,11.88494244,15.12399164,200.7620642,0
118.8203125,45.09771225,2.102531887,2.113300322,3.317725753,18.9911805,10.45808299,65.11572816,0
82.703125,38.00747447,2.76383474,4.336829652,1.641304348,13.15851135,14.23293754,157.0216358,0
125.4375,55.22181832,1.56996634,1.430604305,4.894648829,30.72296002,9.620976649,43.75696398,0
140.7890625,39.5898212,1.931117064,2.672998638,2.504180602,16.62645319,11.65660266,87.68784037,0
140.6796875,44.57874592,1.889034937,2.177807022,4.940635452,25.57445006,8.74287336,34.7818957,0
121.859375,48.37608758,2.122934927,1.54266993,5.219899666,27.88454407,9.293720385,42.27296595,0
135,47.76717623,1.775665867,1.780083397,4.004180602,25.98402807,10.24952598,53.75731896,0
120.1953125,50.39005026,1.993928798,1.724476467,6.403010033,31.86727478,8.235803042,27.41947542,0
114.2890625,44.23625358,2.099252356,2.703582364,0.972408027,12.57359903,18.23228925,250.7421418,0
108.125,46.4058186,2.304848486,2.026686157,2.015886288,16.99657398,12.91901421,107.8778444,0
94.078125,43.12982027,2.208049413,2.600295908,5.234113712,27.28130505,8.781865597,34.90510643,0
140.9765625,57.44242564,1.676955704,1.285351212,13.01505017,42.23346215,6.506770534,12.66950397,0
80.9921875,34.28932416,2.593626378,5.793119492,2.663879599,17.38143975,11.26247199,78.30690176,0
97.9140625,42.03087172,2.246344925,2.385990801,1.530100334,16.10162948,14.89616037,148.9592281,0
125.1328125,42.58417603,2.142782655,2.672499961,2.468227425,20.53893017,12.01516055,83.32900304,0
84.0390625,38.94395058,2.544017832,3.377943493,1.793478261,13.49457928,14.57280156,163.8848082,0
143.8984375,48.16748771,1.674173331,1.691166965,3.826086957,26.25845661,10.33260214,54.70621772,0
81.9296875,34.51770008,2.705357558,5.679345304,3.349498328,20.12947035,11.44374737,81.74168977,0
90.96875,41.60790518,2.605476298,3.003474162,1.897993311,14.79264583,13.55797658,130.7318631,0
117.578125,40.39252897,2.326538813,2.497620304,1.12541806,13.3627417,17.56198958,234.2901178,0
91.875,48.02001536,2.57685729,2.520123078,1.60451505,12.48744974,14.67016226,176.1701674,0
121.53125,45.34364232,1.978681468,2.298512457,2.79180602,18.84932244,11.57862819,84.8306563,0
108.40625,47.31500778,1.911402125,1.465562267,1.717391304,13.85298098,14.11416405,145.7420747,0
86.5625,38.67225063,2.456646918,4.383486375,5.989966555,29.64787606,8.465083259,30.9216561,0
112.4140625,45.63091183,2.177836204,2.472254936,1.75083612,16.92768776,14.71441116,145.3851247,0
89.7578125,46.55352197,2.521361224,2.560300603,2.067725753,13.48080247,12.88379181,131.3217956,0
126.3984375,60.41824795,1.924088129,0.976992502,66.54765886,85.32276063,3.889971928,0.939778595,0
162.4765625,43.37895602,1.380064206,2.399970907,3.538461538,25.01456483,10.67494357,60.05175677,0
132.203125,49.37236692,1.944994983,1.602990598,2.085284281,13.08121342,13.73113686,153.656387,0
99.4921875,41.25511258,2.215327991,2.66630599,4.846153846,29.47105734,9.616932032,44.34035244,0
107.6328125,44.38448333,2.127715457,2.221973827,2.930602007,16.70047062,11.14037778,81.86171958,0
124.7109375,48.14774663,1.6274107,1.948879383,1.693143813,11.85257771,16.41815352,234.5641164,0
134.0234375,51.90217132,1.661549512,1.813235295,2.72826087,15.63212874,11.56221352,92.21889546,0
131.8125,54.10662939,1.727160607,1.480343649,1.934782609,14.05617353,13.27208566,129.5935271,0
105.1015625,52.52556518,2.245187204,1.695689986,3.497491639,22.59977862,10.694784,63.17973391,0
117.375,58.53110818,2.096769701,1.469914163,1.751672241,16.84121315,14.57653013,141.6002031,0
135.6171875,50.71013229,1.994681916,1.540845761,1.47993311,16.03065934,14.67834282,141.2596108,0
120.140625,50.20298397,1.826900935,1.321169794,3.596989967,23.6338738,10.24354436,54.67334789,0
130.2421875,50.40968813,1.874081716,1.517719029,4.129598662,25.40410706,9.931348361,49.81531032,0
133.4765625,46.46637979,1.649653759,2.016429688,2.084448161,12.55451226,13.62054497,161.0578233,0
101.5859375,43.59481896,2.121997723,2.667284709,2.702341137,21.4769853,11.77346364,79.28402686,0
120.8125,45.16181843,2.3272885,2.106829655,2.459866221,19.13626269,12.21238455,92.09288075,0
146.1796875,44.67039596,1.645989646,2.051384506,1.72993311,11.70683448,15.22753567,208.9471785,0
131.90625,53.77040855,2.095259168,1.603051387,2.699832776,14.73072801,11.47626724,99.50868865,0
93.203125,39.42365236,2.483782419,3.451493856,1.671404682,15.25578628,15.05046602,165.3829421,0
107.40625,58.50486592,1.976303442,0.891825752,18.4590301,53.85715183,5.933477728,8.338765945,0
104.8046875,47.79236645,2.204703045,1.875324086,0.763377926,10.0823547,21.63248272,403.2775968,0
94.7578125,39.5272347,2.661777092,3.229251771,2.275919732,15.65629332,13.13022524,124.0123738,0
104.0625,37.47890031,2.257312808,3.193639094,1.703177258,13.60889525,14.84796016,167.9763045,0
128.6640625,55.19996,1.868674859,0.956114777,3.578595318,19.69452354,10.277206,61.22798422,0
99.421875,48.40835565,2.544643102,2.643523865,2.12541806,11.47708154,14.68057787,209.6080714,0
133.1640625,52.98198063,1.743627334,1.297941141,27.84448161,66.77087985,5.280284742,4.875521195,0
130.484375,45.63321576,2.017521775,2.02306012,2.972408027,18.30926464,10.67173499,67.98493355,0
97.5625,35.16029143,2.314222352,3.9340359,2.939799331,19.07838227,11.63647339,83.15666742,0
151.125,44.28335607,2.005330111,2.260508953,2.255016722,19.49498735,12.45493872,92.48185409,0
84.2734375,38.39997454,2.538589843,3.570311226,2.984113712,16.69029062,11.5468781,88.89001207,0
133.3671875,56.54462716,1.908109745,1.310663702,2.757525084,18.03943289,12.33090263,101.6697649,0
119.03125,44.55227574,1.806317231,2.247922777,2.118729097,17.948811,13.01669598,108.8863352,0
108.3046875,40.86401966,2.378071006,2.889459047,2.622909699,17.51981516,11.87610959,89.99357302,0
134.890625,55.07781915,1.736251759,1.163263205,3.284280936,17.98195269,11.48684902,90.08509419,0
106.796875,43.12107942,2.315003056,2.656808166,2.918060201,17.46616342,11.18234637,80.40272354,0
124,52.44997617,1.832275982,1.552828208,10.34615385,36.76162356,6.855938261,15.07636795,0
150.8828125,44.86396471,1.711351789,2.034419334,3.68729097,21.95421366,10.04167237,52.84528775,0
137.6796875,45.13537512,1.80205845,2.163146976,9.213210702,37.35192203,7.234864908,17.79038011,0
117.40625,47.0568867,1.911003589,2.024417032,3.362876254,21.07941093,10.86052984,67.51462306,0
110.6953125,42.2902099,1.858610319,2.493350362,1.16722408,15.16780594,16.90511418,196.6178345,0
97.7734375,47.58154429,2.284934547,2.008105432,2.142976589,13.6332318,12.72925461,127.4227836,0
125.5625,43.89507198,1.884024433,2.520770931,5.488294314,28.21206181,8.76967294,34.96934654,0
129.140625,49.99948974,2.041784406,1.69661315,1.622909699,15.94338154,14.04891262,130.7870622,0
125.4375,55.18332374,1.89251492,1.281765018,2.026755853,16.52349963,12.88855747,108.1696382,0
82.8828125,39.13131361,2.655415696,3.997348355,0.988294314,13.81288708,18.31450963,242.0043039,0
114.6015625,46.069299,2.151961843,1.559517804,5.790133779,27.09546365,8.653407462,34.87549034,0
93.6015625,34.55234703,2.57908504,4.830683833,2.193979933,18.76845795,12.33888667,90.61681618,0
107.015625,45.3600155,2.030757442,1.635815374,1.095317726,10.38647555,19.07167771,329.7453663,0
144.75,42.04276097,1.79548362,2.438461767,2.069397993,14.35454201,14.19430948,152.6404581,0
83.96875,32.78693945,2.848966575,6.73240097,1.638795987,11.93460301,15.29658618,201.2988548,0
128.3359375,50.20384655,1.971749024,1.725945232,2.431438127,14.25347983,12.01468667,109.282841,0
101.328125,46.0985882,2.031309278,1.474338475,17.23244147,51.20946379,6.016408535,8.867843928,0
131.8671875,53.76603992,1.902383099,1.679659247,3.872909699,19.11347653,10.4464027,67.18014233,0
123.3046875,41.96698081,2.413500174,2.518999397,3.494147157,19.02601104,10.57801013,68.28715552,0
119.78125,47.94054545,1.980189671,1.740736935,1.89548495,16.8777806,13.22730341,112.6038989,0
105.0390625,53.30959141,2.336318515,1.655031929,2.056020067,12.94254239,13.61813058,154.8142235,0
142,48.80141519,1.665491403,1.835204652,10.48494983,39.57310589,6.946948999,15.6415534,0
123.5,47.78647167,1.911065416,1.994785669,6.027591973,27.80342021,8.575250829,33.23988041,0
126.1015625,52.56734369,2.092231027,1.444305257,23.09615385,53.59511551,5.435669767,6.160544828,0
133.046875,51.12238064,1.730425383,1.466639525,1.190635452,13.38429092,17.01123449,216.7754243,0
123.8203125,55.16416319,1.892810185,0.863676536,4.076086957,22.25648746,9.85694538,52.18043769,0
80.3359375,37.6984908,2.589388602,4.126793641,1.577759197,12.40009468,14.90121069,181.9781767,0
126.328125,46.70972687,2.095185632,1.609595792,2.091137124,13.42497629,14.18393813,163.6107363,0
115.46875,36.59809966,2.210352067,2.880122744,1.069397993,10.4616372,18.52687388,314.7686472,0
128.6328125,52.94260912,1.841803607,1.406163756,3.665551839,22.73844704,10.18585595,56.1552064,0
110.0703125,37.87380023,1.878445723,3.263371627,2.876254181,16.41639622,10.66607458,73.97742389,0
116.234375,52.57011455,2.050042971,1.471269425,2.968227425,20.39486444,10.98043203,68.62815438,0
135.921875,52.8672585,1.876516244,1.65921456,0.956521739,10.09684457,19.92183986,362.5367007,0
135.3046875,46.05407124,1.778280118,1.898612992,2.872073579,17.50789185,11.92885924,95.41008351,0
122.515625,48.03855619,1.938242368,1.821422451,1.546822742,13.07907447,14.42006299,161.908087,0
112.2421875,49.45985526,1.935598245,1.511211102,2.051839465,16.10144435,13.60229707,130.6920163,0
127.953125,46.87380988,2.100690919,2.002258324,15.50919732,49.37337186,6.426841827,11.64255108,0
123.109375,51.61777104,1.694845564,1.503853071,1.694816054,16.05835949,14.7481274,150.6117209,0
153.515625,44.32655531,1.645082838,2.115490722,2.581103679,15.45186541,11.69728876,96.21240195,0
123.171875,46.18324733,1.995273951,2.318032104,0.988294314,11.32079494,17.9024569,263.5675865,0
111.21875,44.39611074,2.201260936,2.259947881,2.381270903,14.42075974,12.53704138,117.8057497,0
92.171875,36.28255206,2.287633487,3.991201443,0.387123746,8.525378291,28.6023388,705.2391034,0
125.6640625,39.84800759,2.042567697,2.372201804,0.72993311,10.69483076,20.77375842,351.9274644,0
101.9609375,42.81161538,2.443687566,2.759127283,1.406354515,11.69757256,16.46670005,226.9259669,0
142.8828125,51.30281137,1.818717246,1.555927651,9.711538462,39.50726491,7.338674302,18.93296423,0
113.25,53.9638189,2.348269476,1.577329286,2.066889632,16.59206223,12.67832261,103.2551444,0
129.7734375,51.47742449,1.900993526,1.468353239,11.57943144,42.4971714,6.755479684,13.83387957,0
116.8515625,41.36633026,2.264770975,2.908283089,3.272575251,18.12939234,10.37950413,64.98264577,0
106.015625,53.36050511,2.172152719,1.417068,2.586120401,14.7321722,11.72301529,101.3022808,0
105.1640625,42.65317568,2.238369629,2.365764192,26.07525084,61.91073536,5.343344822,5.353088647,0
104.328125,41.70752131,2.35735803,3.539993177,6.112876254,31.83921461,8.733055215,33.23334694,0
126.9140625,51.51805317,1.794702687,1.75605045,12.85117057,43.92271934,6.614254669,13.04989691,0
83.53125,42.52167416,2.457772192,3.022688517,3.428093645,17.79643383,10.18971134,63.63957001,0
109.3359375,50.30178882,2.082925685,1.845697096,2.439799331,16.7386128,12.78788287,111.1679648,0
122.8671875,52.69330055,1.900795106,1.771618027,1.512541806,15.16709638,15.3817358,170.2606753,0
114.40625,43.91565736,1.932379585,2.368225783,3.408862876,19.6887373,10.28735689,60.73595732,0
87.4375,35.86274834,2.628866258,4.34159864,1.949832776,13.20329181,13.5109412,145.2508594,0
119.1640625,47.39194574,1.95623013,1.584467803,3.10367893,23.05299884,11.12332157,68.27404081,0
109.65625,46.18837744,2.158616123,2.165126696,4.346989967,26.75062902,9.889004343,49.00761633,0
121.53125,51.5341115,1.953652581,1.492777947,2.79264214,20.52106706,11.17352957,70.02444353,0
124.2265625,44.60349882,2.008299958,2.027058082,2.455685619,15.09226505,11.85799895,99.65643997,0
124.1796875,42.74715517,1.842458421,1.935053705,1.092809365,11.30160768,17.91917815,267.4361728,0
114.9609375,55.09585431,1.830639421,1.278201437,3.280936455,17.27801407,10.43366111,69.39840702,0
117.984375,46.72007471,2.162574162,2.019518262,8.611204013,34.76781815,7.418327643,20.10284503,0
117.90625,44.92501348,2.316941993,2.104778261,11.50250836,40.27764213,6.709001048,13.93955353,0
160.5078125,37.88716721,1.380648585,3.35420991,4.277591973,21.44538524,9.537410833,48.70905591,0
142.4140625,54.35926889,1.642566478,1.398356998,1.965719064,11.39205535,15.10854508,218.7882219,0
104.75,50.36057486,2.066418781,1.578597479,2.31187291,18.01649819,13.07385671,113.3250496,0
132.6328125,40.62035956,1.997500659,2.392076516,2.289297659,14.8038994,12.37714973,110.4483489,0
123.1640625,56.1888247,2.181507503,1.379273777,1.320234114,12.71702406,16.93006011,225.7396456,0
88.25,39.04604653,2.447533671,3.262378731,4.650501672,25.66972355,9.357134763,42.964364,0
70.671875,38.18501616,2.630782568,4.441610384,4.408026756,22.74478298,9.23061484,42.950087,0
128.3671875,65.7315648,2.048023482,0.805459662,6.796822742,34.0742062,8.269868626,27.59564925,0
87.1796875,33.27476371,2.708334648,5.870496391,6.0409699,26.80661253,8.136279905,28.6112298,0
125.640625,47.6318457,1.813961251,1.854810128,2.7909699,16.72779671,10.87052313,76.08154561,0
94.0234375,38.20697434,2.363869538,3.104013227,1.610367893,13.73258799,14.38767686,152.1726471,0
137.265625,50.41522655,1.867960224,1.416507813,1.632107023,15.21650132,13.7483525,127.0187503,0
128.2265625,51.86132573,2.001167302,1.315069667,1.727424749,13.04722386,14.42279463,164.0521021,0
114.8359375,53.54186116,2.15124938,1.509750629,6.621237458,33.46509464,8.417221368,29.2504258,0
131.6015625,37.53130773,2.197473923,2.926386417,9.810200669,35.19256529,6.781988727,14.48491974,0
116.6640625,35.4527144,2.151959229,3.336565088,1.621237458,12.85152609,14.2798971,162.8908205,0
138.34375,52.88230409,1.769845182,1.531611621,2.87458194,16.79353244,11.96081417,98.76804529,0
107.5078125,45.57462906,2.253723789,2.406541822,1.469063545,14.84270525,15.06901777,158.1943152,0
115.125,53.53547305,2.211903312,1.666310431,4.634615385,24.65869576,9.702520423,48.8084659,0
116.5703125,46.76849293,2.231046335,1.776304915,3.700668896,20.66185067,10.65009648,67.9090596,0
129.5390625,49.29865971,1.921538158,1.485717275,2.370401338,20.10343055,12.43180915,92.70192162,0
118.7265625,40.55488466,2.196348725,2.683081205,3.721571906,23.10667214,10.29263398,57.71514313,0
136.8828125,52.60311616,1.638783218,1.485846423,2.051839465,17.38528541,13.77187464,124.981054,0
146.03125,42.86350748,1.814340408,2.394763371,4.02090301,22.58999981,9.737551991,49.57419852,0
87.4921875,48.58915711,2.963944061,3.01798681,13.48076923,42.15783527,6.19209565,10.14156914,0
130,43.19143434,2.027464092,1.768590402,1.62541806,14.0891864,15.3739961,179.0988781,0
120.8671875,51.9515055,2.181901188,1.828586847,1.79180602,14.59787517,15.14579362,169.6035395,0
93.25,34.98950736,2.659992389,4.829601461,2.067725753,17.13592898,12.56191411,98.78175324,0
81.1171875,34.88297872,2.636910045,5.452728099,2.733277592,16.79887706,11.22695388,80.7410267,0
139.2421875,43.60435509,1.849272028,1.943558885,19.83026756,49.13520137,5.537288797,6.678834704,0
113.5625,49.29229624,1.786777722,1.41380565,1.900501672,14.44899806,13.06707262,122.2646119,0
123.4375,52.22857665,1.698915309,1.348056635,10.77341137,40.10837737,7.061375098,16.89293799,0
127.3828125,50.30580252,2.040180442,1.369366057,4.132943144,21.85467856,10.11572751,58.70917663,0
108.8515625,40.79753551,2.212761536,2.875019465,1.653846154,16.1824023,14.92157736,154.559351,0
113.34375,54.04865249,2.117295216,1.477456137,2.714882943,16.05237496,11.71016782,94.49798793,0
136.0234375,48.13968361,1.614696106,1.887812331,1.852006689,13.13433313,14.51845863,166.9869454,0
99.9140625,42.72916659,2.149140178,3.229107053,1.813545151,13.58016643,13.29612299,135.1109073,0
127.1875,46.43640645,1.614207641,2.074032914,3.073578595,17.18295037,11.15870867,80.32884187,0
128.4296875,57.05612418,1.900658192,1.183046839,2.018394649,17.54172273,13.15640194,109.6371323,0
123.0390625,52.97425707,1.999685286,1.367899501,27.0041806,68.75577798,5.441512097,5.556350074,0
100.3515625,50.18459516,2.227182631,1.993596371,1.179765886,12.74710113,16.48755304,207.7108438,0
103.421875,39.4722231,1.877430295,2.935187316,2.001672241,12.48684916,14.18527302,174.0580368,0
129.703125,51.82955229,2.080895165,1.416564067,4.766722408,23.68766093,9.049779824,40.7077332,0
117.7109375,54.54787925,2.093575988,1.758170437,1.404682274,13.86714717,15.40763707,175.5640412,0
140.28125,55.97180338,1.783193083,1.153372454,5.804347826,33.01218759,9.156014789,37.36638921,0
99.203125,58.71719288,2.5619904,1.409758762,1.198996656,16.69695061,17.17394351,197.5277858,0
142.7734375,47.31563148,1.625834173,1.98118999,7.439799331,32.07071338,7.906369231,24.7757027,0
129.3125,43.32088663,1.988906921,2.236168159,9.616220736,34.31962743,6.970721893,16.81377353,0
96.28125,40.43376866,2.394193389,3.376422772,2.0409699,12.95654535,13.89726548,157.1903887,0
107.328125,39.14658138,2.35061604,2.723821271,1.826086957,16.09825148,13.57532537,123.4474527,0
137.078125,52.71986838,1.646655032,1.678474318,3.071070234,19.50865855,10.81173563,67.96710986,0
142.8203125,39.85137105,1.800733862,2.543195588,2.294314381,13.83516197,12.33525063,118.9975273,0
128.2890625,47.77047211,2.040235164,1.740137612,4.651337793,26.96745852,9.30363854,40.72448578,0
130.8046875,45.93610688,1.854788071,1.673299245,3.893812709,19.92241461,10.03472598,57.93792933,0
