Profile_skewness numeric,DM_kurtosis numeric,class
1.740913689,150.8929089,0
3.900281377,25.65232928,1
3.904010922,26.00902317,1
1.697292205,108.3269838,0
1.758150841,12.33165681,0
2.060894059,33.95576981,0
2.391291274,47.37807011,0
2.210598015,73.55052137,0
2.057722936,100.3551806,0
1.872059432,31.37352749,0
2.145220863,115.1282483,0
2.434627632,134.1025987,0
2.173240924,227.0381879,0
2.026405964,71.75717004,0
2.115311134,65.66495449,0
2.550775884,172.2933324,0
1.821607294,79.43265405,0
1.840629083,119.9474749,0
1.953644626,74.24805942,0
1.964907049,95.51847824,0
2.114767413,154.9886869,0
2.649970749,114.1134907,0
1.625592875,5.547066582,0
4.717569557,16.96780964,1
4.277291738,0.657950043,1
4.167901885,11.14101116,1
1.704921857,426.7491451,0
1.869269846,110.7355809,0
2.761017157,94.8779248,0
0.793443802,0.398466152,0
1.819232674,94.45301308,0
2.752441805,216.5950057,0
5.763532454,1.169703929,1
2.433602143,184.988058,0
7.772495494,2.153936277,1
1.867083635,7.745433124,0
1.248518258,154.9973134,0
2.466243803,213.4361384,0
2.285158434,303.2584949,0
2.647440714,34.58331272,0
2.708028689,248.7197228,0
1.82616124,30.16550257,0
1.81597752,2.015792276,0
2.34378842,96.265637,0
2.144421404,149.0114102,0
2.489337365,62.30416092,0
1.744829994,57.59806762,0
2.001167728,85.29584176,0
2.204247226,117.0816163,0
1.996987681,161.7991,0
2.001093458,165.4225494,0
2.079315485,170.877941,0
2.158347156,87.30583455,0
2.168691983,119.3264652,0
3.900302013,111.099282,1
2.355207629,38.21989781,1
1.898420964,77.91379201,0
2.00552319,46.58806303,0
2.145342148,139.0867131,0
1.927059086,156.353371,0
2.674370941,66.19420023,0
1.78957537,236.4516778,0
2.375206807,2.330669096,0
2.010804611,94.30355322,0
1.940441044,359.7120102,0
3.220696644,7.292662568,0
9.086672009,1.004004716,1
2.087991974,48.71732532,0
6.989492239,1.98065135,1
9.426933075,1.077743152,1
1.75053803,27.66310991,0
1.932583053,160.1671794,0
2.188313973,43.62989006,0
2.262341514,137.8605614,0
2.461867899,114.6109141,1
2.182876204,128.7161606,0
1.797879869,171.0562274,0
1.570915802,56.670709,0
1.867926551,215.8063951,0
2.118666147,76.48608206,0
1.759471427,48.21288162,0
2.739589556,57.43679266,0
2.891858312,81.92710583,0
2.460891615,92.39685374,0
7.380922064,0.826186326,1
2.320201173,143.6564331,0
1.602803863,83.7272757,0
2.234489264,39.7729371,0
2.074342474,29.56295255,0
1.948739041,131.273208,0
1.973278372,141.0152972,0
1.736912958,22.37392368,0
2.197920384,49.23337207,0
5.371267917,31.16072931,1
2.007270772,153.0740218,0
2.17410566,43.86288342,0
2.533907553,56.27653967,0
2.272424053,21.77452253,0
2.010944949,27.08402044,0
2.052815165,17.12265244,0
2.339407102,154.3838313,0
1.9090161,136.2368867,0
1.656496631,128.4506456,0
1.78144534,105.1997835,0
2.082330109,127.5253991,0
7.868376172,0.956760169,1
2.15373593,95.60919966,0
2.093909526,58.95514791,0
1.370432085,3.52693709,0
2.403999859,31.30616486,0
2.597319515,171.9000782,0
1.867624259,123.8519866,0
2.848329035,0.428640347,0
2.284045536,59.34468876,1
1.815941133,17.26691489,0
1.946039541,55.77823666,0
1.985915973,30.04235735,0
2.772476489,59.18932227,0
1.494056363,167.4014462,0
3.333676429,2.981440702,0
5.28318757,3.429323578,1
1.397059106,6.13975567,0
4.165102033,10.43415796,1
2.217098319,57.08779395,0
2.12145531,64.62344684,0
1.711311892,353.3059867,0
2.167196709,51.86993309,0
1.69094217,44.97002969,0
2.340611722,276.2960563,1
1.587215479,130.9381949,0
2.179344736,160.7703277,0
2.238742262,409.7691354,0
1.804622406,26.35244363,0
1.66217047,67.31976859,0
1.946595968,74.85382349,0
2.385898126,24.12584373,0
1.946576407,141.8900948,0
1.782747678,735.9380049,0
2.079497125,1.272312294,0
2.540255828,60.39850593,0
2.168097907,156.8596258,0
2.249246941,73.57686768,0
2.281384691,4.310147781,0
2.170192159,405.612849,0
1.926310834,59.3057697,0
2.041219569,15.12858378,0
5.678029633,7.141083932,1
1.822834232,54.1490573,0
1.952043626,77.86803977,0
1.426820211,91.38655089,0
3.357017502,5.331867715,1
1.615202352,12.33564951,0
2.733268734,129.8510969,0
2.077705207,87.25612439,0
1.561322828,190.546894,0
2.010610075,244.9795741,0
2.446757399,25.33459938,0
2.022174843,124.7125451,0
2.400320055,7.589967505,0
2.384884951,325.2712381,0
1.704996959,135.8693782,0
2.960539005,0.575098731,0
1.866384062,236.4506614,0
1.81065692,215.8994235,0
2.609159741,116.3698836,0
1.747774208,121.2019229,0
1.489161281,109.0058213,0
2.61321839,293.1231179,0
2.209927969,183.0017249,0
2.078758137,58.94129603,0
5.544896781,0.47263413,1
2.339249339,69.40957025,0
2.128190241,98.76087431,0
5.107816557,4.313531755,1
1.825778301,88.50098606,0
2.174089084,167.4493449,0
1.763098325,169.4758147,0
5.170624106,13.5410608,1
2.198758603,123.8026803,0
1.982613124,72.38622265,0
5.529745029,3.037275331,1
2.562273307,28.68921744,0
3.24496817,38.12495079,1
2.089821483,169.6170313,0
4.478633548,17.12889541,1
3.322693249,55.55904922,1
5.543250397,18.34152534,1
2.039282539,100.3671786,0
7.361051636,5.591674802,1
3.854311261,35.88675492,1
1.937748018,495.5158154,0
2.035541652,35.12985462,0
2.220490694,148.7511282,0
2.268347919,101.6689444,0
1.73912086,147.3257771,0
1.856538306,71.36595402,0
2.152869687,109.9168999,0
2.433033678,84.74511326,0
1.7830485,196.7437758,0
2.200682919,101.2125284,0
2.579906168,147.8275214,0
2.213478846,180.6599379,0
6.398669965,4.473894399,1
7.57782412,1.837990954,1
2.479989983,129.2232171,0
2.070964199,142.196265,0
1.785584069,4.923825175,0
1.985491888,56.5921056,0
1.994176563,58.29390448,0
1.942594418,148.6908169,0
1.95233879,225.3981057,0
2.131135337,105.4946085,0
2.398195051,52.43746436,0
1.980649824,128.1218828,0
1.840434963,10.20013816,0
1.948061373,191.897875,0
2.251782644,87.33032126,0
2.587302088,91.95583916,0
2.099281599,152.5979619,0
1.897548178,119.0947223,0
1.802628863,50.50387695,0
2.610618089,186.4460408,0
1.917188427,187.8691932,0
1.810379142,14.23685098,0
1.870630606,115.9931572,0
2.266149763,284.5567028,0
2.154478325,477.9391105,0
2.203931563,25.6601037,0
1.927418689,201.0068465,0
2.285215333,33.15115593,0
1.957500831,68.79509691,0
2.552421943,93.92672363,0
2.197608764,127.3729355,0
7.03330234,3.158256793,1
5.174811242,7.57541675,1
2.525235684,38.27704302,1
1.717963321,70.31865145,0
2.113185497,38.23216077,0
2.490540525,88.20731745,0
7.802265953,0.89592967,1
1.923798882,120.0212274,0
1.855342272,53.51167481,0
2.199501503,264.5920825,0
3.573890199,26.7792527,1
1.831402331,52.87560316,0
2.183765255,41.25915662,0
2.090891426,85.81154846,0
2.574533136,104.5245912,0
1.927447522,98.00953668,0
2.318649009,32.3633013,0
6.415886651,3.865160645,1
1.931278305,177.5844212,0
2.236215071,148.2467509,0
2.081763687,58.7736368,0
1.886042426,117.2370231,0
2.131144568,166.0463295,0
1.961975301,91.07428887,0
2.060091302,68.41217351,0
2.028812545,184.9495067,0
2.01108223,491.1638182,0
3.266961493,1.498599659,1
2.150190901,38.42039513,1
2.047721259,96.06609315,0
2.216807931,116.2433597,0
7.32867971,2.021282015,1
1.778324516,52.92059802,0
2.153887117,71.01152728,0
2.494050544,104.7850409,0
4.082262473,4.420412832,1
5.301790679,0.851385796,1
2.05213037,248.2396169,0
2.268204037,79.97737834,0
1.968834009,6.376632587,0
2.07178262,47.99316203,0
1.73155791,67.6390719,0
1.750199069,88.94958435,0
2.091309983,91.07760116,0
1.978410356,186.755764,0
1.923381394,62.28051191,0
2.694955191,65.67791266,0
2.636371322,103.014077,0
3.457940644,18.53623127,1
2.288414311,113.7728498,0
2.044796475,107.6088332,0
1.95376412,392.2685562,0
1.932921719,13.00243373,0
2.058972071,122.1440985,0
1.858949709,59.12562496,0
1.971896442,195.0803401,0
2.092727278,117.5155212,0
2.405608046,114.8649386,0
2.028203052,68.39476862,0
2.565518317,54.70931376,0
2.727339423,104.7093345,0
1.788765583,185.6691355,0
2.055837902,118.336438,0
1.878641175,80.1479064,0
1.995679408,165.5259944,0
1.987943982,357.5813645,0
2.24460292,74.00069665,0
2.217322131,285.9983683,0
2.06099161,79.83538959,0
2.106524685,521.4127032,0
2.382712688,173.5062167,0
2.189644573,148.9259567,0
1.764674275,98.35208854,0
2.103930304,61.54795683,0
2.348593689,54.74259662,0
1.999303289,131.3469616,0
2.084786736,121.1587602,0
1.91426026,50.18755359,0
2.261679199,98.51157892,0
1.937571737,187.7976457,0
4.024550337,1.949169799,1
2.798704052,464.7522856,0
3.269156031,11.53307599,1
6.5530576,5.311292829,1
2.306228972,53.01482166,0
1.932719682,40.37776399,0
1.858175486,227.0231104,0
1.742826802,44.87869058,0
1.937686351,350.8970443,0
1.885096726,64.23319193,0
2.360007425,39.26309744,0
2.293317936,48.80274842,0
1.601663783,130.2437842,0
2.225881648,204.3019213,0
1.647891544,17.03393273,0
1.946270868,12.07124835,0
2.523626524,131.5123412,0
2.560287802,93.96670598,0
1.738818511,35.81069228,0
2.418472098,119.5146588,0
5.051935179,4.186102581,1
2.400988199,84.58724064,0
2.532434399,291.2959403,0
1.961971956,157.9809306,0
2.114083996,168.8610044,0
1.435247417,0.424985806,0
2.237026579,189.3456725,0
1.679541401,266.1924267,0
2.068653047,98.50564698,0
1.862859398,11.8760488,0
2.345573092,130.3325653,0
1.919512809,137.5198718,0
1.986136109,109.2339449,0
2.437983492,102.8191516,0
2.277380063,43.26829728,0
2.136610302,120.7891644,0
1.670099196,171.5456933,0
1.847009545,26.99607559,0
2.302192217,99.80035034,0
1.739533648,54.86247036,0
4.514760909,1.726463818,1
2.383246956,110.3403206,0
2.25318218,32.78216654,0
2.588989482,166.2652283,0
2.603895543,94.68467404,0
2.14592301,131.9016365,0
4.091459058,11.80830811,1
2.001280836,37.62368807,0
1.845970155,105.4116125,0
2.527804849,72.14237972,0
2.189871074,21.32380695,0
1.946612295,104.5289104,0
1.888939575,12.02234797,0
1.960826283,115.8461822,0
2.53810093,69.16787987,0
1.763613516,166.7047585,0
2.074051353,184.681798,0
1.908677222,451.9978372,0
2.173071844,52.57625355,0
1.997787698,321.4367583,0
3.28598079,84.60456401,1
1.891721284,0.425768013,0
1.96364521,26.21989733,0
2.01763542,46.65303281,0
2.52893775,108.0743807,0
1.757897162,146.6329984,0
2.088954159,197.5662922,0
2.637076899,87.6705081,0
2.080517853,316.7266803,0
1.781991383,98.64082869,0
2.520013528,225.6389262,0
2.228946641,72.20530415,0
2.912189852,536.7699317,0
1.922267248,24.25334895,0
1.958397058,45.04910827,0
7.883020727,6.543203485,1
1.563311251,7.396600493,0
2.560060441,90.9881252,0
2.188548471,34.79796071,0
3.886636324,16.92079427,1
2.351858063,57.64168268,0
2.367917511,66.81058975,0
1.537911987,34.30828054,0
4.280048441,4.422568212,1
2.776151959,150.1265453,0
1.996150529,10.18363155,0
1.859559245,78.24970363,0
2.080930845,349.4304046,0
2.270137777,52.23412203,0
2.153075922,60.924637,0
2.048624358,100.5052008,0
2.041722635,58.46174016,0
2.036420166,87.70549402,0
1.917043562,104.9332623,0
1.951258199,120.4092791,0
1.739753156,89.29237071,0
2.482281275,176.8907658,0
1.699073285,187.9800161,0
2.074602442,98.92535773,0
2.174261454,31.8919223,0
1.95447115,15.7545536,0
2.170660187,45.79331045,0
2.597674318,84.06489426,0
2.025491611,75.2774035,0
2.092411787,248.40305,0
1.859524748,596.1141887,0
2.269589946,115.5710096,0
2.712722014,194.1833253,0
1.889700646,84.42297594,0
2.357758089,57.30550294,0
3.412320231,468.1124322,0
2.437791896,53.03531416,0
2.07435324,50.2892548,0
2.161190603,65.3606851,0
1.790577893,79.65172882,0
1.939548322,83.91243401,0
1.746325711,112.8194323,0
1.943868463,51.03130182,0
2.313025726,139.2738775,0
0.764383922,2.037515257,0
2.355373633,135.294516,0
2.195921351,141.4730032,0
2.167270634,200.4566473,0
1.698931441,143.3189606,0
1.808198449,182.9200608,0
2.002383166,116.6953898,0
2.139548503,188.8554797,0
2.513408926,231.8256219,0
2.119401381,57.44456261,0
2.461523953,55.11051424,0
2.311458524,47.21615635,0
2.028890452,137.2598828,0
1.908408305,25.34613867,0
2.151069254,33.66156203,0
2.042121315,362.5303935,0
2.753148261,442.4775199,0
0.745288706,0.484022476,0
2.130947576,436.2366905,0
2.154765872,161.9077149,0
1.47536983,0.328878163,0
1.520797205,69.957118,0
2.080359842,141.7473055,0
2.004224527,45.88742723,0
2.16689913,53.46166538,0
2.282719581,328.6193403,0
2.206424141,223.3336358,0
3.177740832,311.5114255,0
1.905523824,120.6185813,0
1.669314007,99.92359079,0
1.861830219,143.307056,0
1.741790334,91.68967709,0
2.314286432,89.49684592,0
2.386880124,34.41663476,0
2.160754051,2.118443641,0
2.151975829,270.7071082,0
2.30792976,217.9947865,0
2.391708409,115.9077947,0
2.212285792,85.37867795,0
1.733995318,55.77585582,0
2.158992223,66.10912912,0
2.303973958,36.58113435,0
1.778471647,98.225433,0
2.015436679,6.00957261,0
2.010415429,71.16335433,0
1.942057117,40.29352677,0
2.547948737,38.90290581,0
1.941686028,99.80534783,0
1.866920567,141.4438479,0
2.267621036,235.6518281,0
1.798109197,329.7531807,0
2.064997108,78.39465619,0
2.681903945,166.4295606,0
2.200167917,107.9128016,0
2.022203098,142.9923438,0
2.052542159,31.15390518,0
2.179678603,53.34649006,0
6.530380728,8.361222826,1
1.934670288,99.14760363,0
1.866491755,16.74575753,0
2.127848846,39.81697178,0
2.128389983,88.57646881,0
2.050181149,70.69384682,0
1.767485626,124.906012,0
2.283106058,349.5470979,0
1.955284324,1.749548174,0
2.220330267,273.0918963,0
2.15488048,12.4182981,0
2.46242383,78.34853421,0
2.051966395,198.2188183,0
1.924711781,100.2126377,0
2.11191182,83.77472966,0
2.248877772,105.8883921,0
2.016306377,137.0531539,0
1.919529923,136.7768934,0
1.933116835,23.68190178,0
2.318798025,66.1771628,0
2.436440835,52.13202574,0
2.013577038,9.866921842,0
1.191277932,21.39208788,0
2.269353061,23.69384289,0
2.673284624,1.706093507,0
1.864559049,32.88445921,0
1.788112373,71.96447293,0
2.636638303,93.9880975,0
1.831799448,96.75957256,0
1.72512334,97.82433808,0
2.354340158,88.65517536,0
1.932441712,587.8583066,0
1.71634386,113.23685,0
2.461196669,23.52517912,0
1.977203846,53.35738323,0
2.371088521,302.8083712,0
1.786070875,64.31099312,0
2.145561718,56.69301396,0
2.636781237,103.7055367,0
2.058806378,114.9528259,0
2.616763714,119.4621658,0
2.24587841,147.8968809,0
1.974553947,184.2453119,0
1.626766461,108.2076537,0
2.100797149,77.05497211,0
2.160379077,119.3176438,0
1.985528081,6.598248275,0
2.171526392,17.3449654,0
1.663870202,53.30134601,0
1.692510274,81.09974604,0
2.136446521,249.3804245,0
1.581731315,120.1155002,0
1.935821211,83.4311625,0
1.918870871,0.270462719,0
2.527160306,244.0499195,0
2.126856687,13.90513907,0
2.35658128,224.9354958,0
2.472581361,107.4578661,0
2.08327489,35.5057949,0
2.068989003,34.00756359,0
1.779781458,54.36849065,0
2.394980952,207.8985422,0
2.023812994,145.0090857,0
2.20709312,76.15618146,0
1.749782787,69.22989353,0
1.865102471,64.81153754,0
1.119866765,31.46233074,0
2.328716285,266.8314984,0
2.330158835,47.72458924,0
1.61823322,693.1731494,0
1.50542139,52.51415468,0
2.240803526,92.32984353,0
2.557357661,75.42065245,0
1.754485981,92.04929027,0
1.888006483,27.29493699,0
2.067236871,103.859218,0
1.72204587,83.62048544,0
2.536307298,187.5874632,0
1.648371684,180.5839291,0
1.758535191,264.0914733,0
2.138187287,70.49659939,0
2.696996683,99.02486974,0
1.965779728,26.25907535,0
1.872583221,115.3991924,0
0.738998071,353.7231556,0
1.630840084,56.52437243,0
1.663853463,21.85578482,0
1.734569363,3.337514552,0
1.582808967,72.30605712,0
2.211420669,33.59440253,0
2.347301013,75.15174018,0
2.145434219,77.69437523,0
2.076602503,30.07248192,0
1.966570382,120.8103804,0
2.113608155,89.7777741,0
1.829524219,35.82016851,0
1.774111648,13.28419519,0
1.595142512,81.93643351,0
2.051284978,55.08396093,0
2.386931627,86.12327119,0
1.899259731,160.3016994,0
1.903037628,69.14286968,0
2.309261584,128.2559625,0
1.588264637,18.31200599,0
1.891797397,117.2253356,0
6.714864869,2.573026933,1
1.944024466,264.1417886,0
1.873509598,18.6224892,0
1.850989044,81.73958424,0
1.146466307,71.9205554,0
1.966419222,1.100188298,0
1.628348535,81.37888955,0
2.249798364,42.41591245,0
2.336853394,160.6062808,0
1.087576707,630.1423537,0
2.031013419,126.7651276,0
1.914021526,115.8283869,0
1.74067005,7.143725219,0
2.337668543,144.9348689,0
2.550717389,230.376207,0
2.569096211,82.59793706,0
1.920316077,515.156338,0
1.699564327,116.9539467,0
2.202363893,146.3042718,0
1.991867209,52.65840435,0
1.967940775,105.545927,0
2.249213699,202.7468531,0
2.115530532,55.10091729,0
1.728215907,16.54035809,0
1.820429448,88.03728065,0
2.071725584,75.54957224,0
2.495634309,183.1379517,0
1.952704428,133.4440976,0
1.694070126,241.3978874,0
1.984359028,139.7161633,0
1.781250631,0.904130363,0
2.115511929,111.5581213,0
0.964235311,485.2282454,0
1.22365862,389.8704526,0
2.445194577,74.56876582,0
1.770759693,171.7291298,0
2.350848713,55.54048199,0
2.192487018,95.6439533,0
1.775522791,8.330842278,0
2.005943038,11.19867503,0
1.57774644,58.10800071,0
2.217536569,20.87542639,0
2.388962455,79.35903039,0
3.076495822,2.329190071,0
2.260231619,107.6607688,0
1.762262714,113.8280792,0
1.821686009,78.47951331,0
1.972857302,98.98357964,0
2.0710708,212.2620316,0
2.325730649,155.6145473,0
2.210416467,86.55437126,0
1.760855277,27.1085457,0
2.68334197,117.6661644,0
2.046491646,1.116250179,0
2.385821049,64.39444066,0
2.242093488,103.8613282,0
2.156948983,94.04857754,0
1.890282903,71.34181165,0
2.082256092,79.81053025,0
2.292140097,146.8969159,0
1.774354259,22.15615726,0
2.248924062,124.7804004,0
2.362559596,6.660465389,1
6.611214937,5.750371311,1
3.226146533,180.3157096,0
2.04146942,164.4463107,0
2.062293363,240.930337,0
2.295461678,1.451049544,0
2.192595538,46.86228336,0
1.926938808,116.617078,0
2.068338545,54.56876969,0
